return_id,order_id,customer_id,sku_id,category,sub_category,brand_tier,city,return_date,return_month,days_to_return,return_reason,return_reason_group,refund_amount,reverse_logistics_cost,total_loss,resolution_days,refund_mode,customer_segment,delivery_slot,sla_breached,is_perishable,order_total_paid,dark_store_id,delivery_agent_id
RET0006971,ORD0033730,CUS003171,SKU1115,Meat & Seafood,Other Seafood,Budget,Mumbai,2024-02-26,2024-02,3,Expired or Near-Expiry,Quality,294.51,83.93,378.44,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,325.41,DS013,DA0139
RET0006972,ORD0033739,CUS016526,SKU1152,Frozen Foods,Frozen Meat,Budget,Mumbai,2024-05-03,2024-05,2,Expired or Near-Expiry,Quality,248.78,37.32,286.1,3,Original Payment Method,Champion,Night (9 PM–12 AM),0,1,260.66,DS022,DA0041
RET0006973,ORD0033741,CUS009447,SKU1139,Frozen Foods,Ready to Cook,Mid,Chennai,2024-02-17,2024-02,0,Wrong Item Delivered,Logistics,144.31,28.43,172.74,3,Wallet Credit,Champion,Night (9 PM–12 AM),1,1,144.34,DS023,DA0115
RET0006974,ORD0033743,CUS013103,SKU1188,Bakery & Bread,Rusks & Toasts,Mid,Bengaluru,2024-05-18,2024-05,0,Damaged Product,Logistics,66.39,29.23,95.62,1,Wallet Credit,Champion,Prime Evening (6–9 PM),1,0,73.34,DS012,DA0010
RET0006975,ORD0033748,CUS015745,SKU1018,Fruits & Vegetables,Leafy Greens,Mid,Chennai,2024-02-01,2024-02,5,Item Missing in Order,Logistics,85.98,65.45,151.43,2,Original Payment Method,Champion,Prime Evening (6–9 PM),1,1,90.55,DS018,DA0163
RET0006976,ORD0033753,CUS004765,SKU1131,Frozen Foods,Frozen Vegetables,Mid,Bengaluru,2022-07-30,2022-07,2,Wrong Item Delivered,Logistics,208.57,48.94,257.51,1,Original Payment Method,Champion,Early Morning (6–9 AM),0,1,218.35,DS003,DA0195
RET0006977,ORD0033758,CUS010579,SKU1267,Beverages,Water,Mid,Mumbai,2023-08-11,2023-08,5,Damaged Product,Logistics,61.45,43.56,105.01,1,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,66.27,DS024,DA0181
RET0006978,ORD0033760,CUS003255,SKU1064,Dairy & Eggs,Butter,Mid,Mumbai,2023-04-01,2023-04,1,Damaged Product,Logistics,240.26,37.31,277.57,0,Original Payment Method,Champion,Evening (3–6 PM),1,1,270.56,DS012,DA0175
RET0006979,ORD0033761,CUS010996,SKU1016,Fruits & Vegetables,Exotic Vegetables,Mid,Mumbai,2023-10-30,2023-10,0,Quality Not as Expected,Quality,300.69,64.93,365.62,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,351.72,DS017,DA0074
RET0006980,ORD0033770,CUS007273,SKU1030,Fruits & Vegetables,Root Vegetables,Mid,Pune,2023-08-03,2023-08,1,Damaged Product,Logistics,747.16,77.54,824.7,5,Original Payment Method,Champion,Evening (3–6 PM),0,1,863.16,DS012,DA0019
RET0006981,ORD0033773,CUS007567,SKU1366,Household Essentials,Floor Cleaners,Budget,Hyderabad,2022-07-08,2022-07,2,Quality Not as Expected,Quality,171.59,29.89,201.48,3,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,172.12,DS010,DA0011
RET0006982,ORD0033780,CUS017427,SKU1138,Frozen Foods,Ready to Cook,Budget,Delhi,2023-04-25,2023-04,2,Wrong Item Delivered,Logistics,212.92,63.6,276.52,0,Original Payment Method,Champion,Evening (3–6 PM),0,1,227.1,DS006,DA0007
RET0006983,ORD0033782,CUS001355,SKU1447,Pet Care,Pet Treats,Budget,Bengaluru,2023-10-24,2023-10,2,Quality Not as Expected,Quality,563.09,67.31,630.4,2,Wallet Credit,Champion,Evening (3–6 PM),0,0,595.48,DS021,DA0127
RET0006984,ORD0033784,CUS015514,SKU1091,Meat & Seafood,Mutton,Budget,Pune,2023-05-02,2023-05,0,Wrong Item Delivered,Logistics,628.58,60.0,688.58,0,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,748.2,DS025,DA0071
RET0006985,ORD0033785,CUS009268,SKU1034,Fruits & Vegetables,Herbs & Seasonings,Mid,Ahmedabad,2022-12-31,2022-12,7,Damaged Product,Logistics,250.42,38.23,288.65,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,258.68,DS009,DA0026
RET0006986,ORD0033786,CUS012451,SKU1065,Dairy & Eggs,Butter,Mid,Pune,2023-09-11,2023-09,0,Expired or Near-Expiry,Quality,75.06,36.02,111.08,1,Wallet Credit,Champion,Evening (3–6 PM),0,1,77.54,DS004,DA0053
RET0006987,ORD0033793,CUS004968,SKU1410,Baby Care,Baby Lotion,Mid,Delhi,2023-02-17,2023-02,0,Damaged Product,Logistics,1671.6,34.85,1706.45,3,Bank Transfer,Champion,Prime Evening (6–9 PM),0,0,1719.27,DS005,DA0087
RET0006988,ORD0033796,CUS001275,SKU1455,Pet Care,Pet Accessories,Budget,Delhi,2022-08-11,2022-08,0,Damaged Product,Logistics,1209.24,80.1,1289.34,5,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,1262.4,DS008,DA0058
RET0006989,ORD0033797,CUS003516,SKU1017,Fruits & Vegetables,Leafy Greens,Budget,Delhi,2023-05-27,2023-05,1,Expired or Near-Expiry,Quality,253.85,60.76,314.61,0,Original Payment Method,Champion,Prime Evening (6–9 PM),1,1,261.24,DS022,DA0100
RET0006990,ORD0033803,CUS013192,SKU1400,Baby Care,Baby Wipes,Mid,Pune,2023-12-17,2023-12,0,Damaged Product,Logistics,461.87,69.89,531.76,1,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,506.58,DS018,DA0070
RET0006991,ORD0033812,CUS002562,SKU1404,Baby Care,Baby Lotion,Premium,Chennai,2024-05-25,2024-05,1,Quality Not as Expected,Quality,879.86,64.74,944.6,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,1024.58,DS016,DA0188
RET0006992,ORD0033823,CUS000417,SKU1162,Bakery & Bread,Bread & Buns,Budget,Bengaluru,2023-12-18,2023-12,0,Damaged Product,Logistics,31.59,61.95,93.54,2,Bank Transfer,Champion,Prime Evening (6–9 PM),1,0,32.81,DS014,DA0057
RET0006993,ORD0033827,CUS017748,SKU1303,Staples & Grains,Spices,Premium,Mumbai,2023-05-28,2023-05,3,Quality Not as Expected,Quality,145.82,36.69,182.51,0,Original Payment Method,Champion,Night (9 PM–12 AM),1,0,154.52,DS024,DA0195
RET0006994,ORD0033831,CUS005356,SKU1141,Frozen Foods,Frozen Snacks,Budget,Pune,2023-05-03,2023-05,2,Other,Customer,161.19,37.1,198.29,1,Wallet Credit,Champion,Afternoon (12–3 PM),0,1,192.59,DS011,DA0133
RET0006995,ORD0033834,CUS016156,SKU1038,Fruits & Vegetables,Herbs & Seasonings,Budget,Mumbai,2022-07-22,2022-07,1,Damaged Product,Logistics,182.84,47.43,230.27,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,193.0,DS011,DA0122
RET0006996,ORD0033840,CUS006763,SKU1114,Meat & Seafood,Other Seafood,Premium,Mumbai,2023-02-03,2023-02,3,Expired or Near-Expiry,Quality,1607.08,70.56,1677.64,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,1653.0,DS016,DA0163
RET0006997,ORD0033842,CUS012070,SKU1041,Dairy & Eggs,Milk,Mid,Mumbai,2023-02-22,2023-02,3,Expired or Near-Expiry,Quality,211.85,44.22,256.07,0,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,227.01,DS001,DA0180
RET0006998,ORD0033845,CUS015352,SKU1138,Frozen Foods,Ready to Cook,Budget,Delhi,2024-01-13,2024-01,0,Damaged Product,Logistics,492.09,53.65,545.74,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,515.44,DS016,DA0141
RET0006999,ORD0033847,CUS012324,SKU1315,Personal Care,Hair Care,Budget,Delhi,2022-07-13,2022-07,2,Damaged Product,Logistics,202.34,41.07,243.41,0,Wallet Credit,Champion,Morning (9 AM–12 PM),1,0,209.17,DS004,DA0163
RET0007000,ORD0033848,CUS006984,SKU1056,Dairy & Eggs,Eggs,Premium,Kolkata,2023-01-04,2023-01,1,Item Missing in Order,Logistics,86.62,81.07,167.69,5,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,98.72,DS003,DA0002
RET0007001,ORD0033853,CUS013522,SKU1318,Personal Care,Hair Care,Mid,Ahmedabad,2023-06-23,2023-06,6,Wrong Item Delivered,Logistics,610.88,67.87,678.75,0,Wallet Credit,Champion,Evening (3–6 PM),0,0,638.91,DS012,DA0036
RET0007002,ORD0033858,CUS011232,SKU1369,Household Essentials,Fresheners,Budget,Kolkata,2024-05-13,2024-05,1,Wrong Item Delivered,Logistics,257.98,51.96,309.94,2,Original Payment Method,Champion,Early Morning (6–9 AM),0,0,267.82,DS022,DA0172
RET0007003,ORD0033865,CUS010857,SKU1442,Pet Care,Pet Treats,Premium,Ahmedabad,2023-01-22,2023-01,1,Quality Not as Expected,Quality,225.08,59.42,284.5,2,Original Payment Method,Champion,Early Morning (6–9 AM),0,0,257.05,DS024,DA0066
RET0007004,ORD0033866,CUS007726,SKU1211,Snacks & Namkeen,Namkeen,Mid,Bengaluru,2022-10-24,2022-10,4,Damaged Product,Logistics,71.85,76.91,148.76,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,85.37,DS017,DA0083
RET0007005,ORD0033871,CUS013742,SKU1188,Bakery & Bread,Rusks & Toasts,Mid,Mumbai,2024-03-18,2024-03,0,Wrong Item Delivered,Logistics,62.41,53.81,116.22,3,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,74.82,DS014,DA0137
RET0007006,ORD0033872,CUS000028,SKU1231,Snacks & Namkeen,Energy Bars,Budget,Delhi,2023-04-21,2023-04,0,Damaged Product,Logistics,56.68,70.06,126.74,3,Original Payment Method,Champion,Early Morning (6–9 AM),0,0,58.0,DS002,DA0152
RET0007007,ORD0033876,CUS012945,SKU1005,Fruits & Vegetables,Fresh Fruits,Budget,Delhi,2023-06-11,2023-06,2,Wrong Item Delivered,Logistics,125.7,83.57,209.27,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,150.61,DS012,DA0036
RET0007008,ORD0033879,CUS008865,SKU1022,Fruits & Vegetables,Leafy Greens,Budget,Ahmedabad,2023-04-08,2023-04,5,Item Missing in Order,Logistics,50.12,82.92,133.04,0,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,50.26,DS005,DA0069
RET0007009,ORD0033885,CUS015691,SKU1002,Fruits & Vegetables,Fresh Fruits,Mid,Delhi,2022-11-05,2022-11,7,Damaged Product,Logistics,104.81,75.44,180.25,0,Wallet Credit,Champion,Prime Evening (6–9 PM),1,1,109.27,DS014,DA0020
RET0007010,ORD0033900,CUS017181,SKU1392,Baby Care,Baby Food,Budget,Bengaluru,2022-07-14,2022-07,0,Quality Not as Expected,Quality,994.69,30.91,1025.6,1,Bank Transfer,Champion,Afternoon (12–3 PM),0,0,1019.76,DS020,DA0003
RET0007011,ORD0033902,CUS003445,SKU1134,Frozen Foods,Ready to Cook,Mid,Delhi,2022-11-29,2022-11,1,Damaged Product,Logistics,360.35,80.2,440.55,2,Original Payment Method,Champion,Afternoon (12–3 PM),1,1,389.6,DS017,DA0075
RET0007012,ORD0033906,CUS017988,SKU1326,Personal Care,Body Wash,Premium,Mumbai,2024-01-20,2024-01,0,Damaged Product,Logistics,429.85,31.3,461.15,2,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,519.18,DS002,DA0181
RET0007013,ORD0033907,CUS016707,SKU1080,Meat & Seafood,Chicken,Mid,Mumbai,2022-10-10,2022-10,3,Damaged Product,Logistics,347.19,75.65,422.84,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,355.78,DS018,DA0031
RET0007014,ORD0033911,CUS012617,SKU1269,Beverages,Water,Budget,Pune,2023-07-07,2023-07,1,Item Missing in Order,Logistics,75.06,36.14,111.2,1,Wallet Credit,Champion,Evening (3–6 PM),0,0,87.5,DS015,DA0114
RET0007015,ORD0033930,CUS008087,SKU1301,Staples & Grains,Sugar & Salt,Mid,Ahmedabad,2024-05-09,2024-05,1,Item Missing in Order,Logistics,434.87,73.87,508.74,1,Original Payment Method,Champion,Evening (3–6 PM),1,0,477.52,DS014,DA0016
RET0007016,ORD0033934,CUS009244,SKU1230,Snacks & Namkeen,Energy Bars,Budget,Mumbai,2023-11-21,2023-11,1,Duplicate Order,Customer,84.26,55.6,139.86,1,Bank Transfer,Champion,Prime Evening (6–9 PM),1,0,89.37,DS002,DA0160
RET0007017,ORD0033953,CUS000920,SKU1268,Beverages,Water,Budget,Delhi,2024-01-05,2024-01,3,Changed Mind,Customer,150.04,37.95,187.99,1,Original Payment Method,Champion,Night (9 PM–12 AM),1,0,176.37,DS016,DA0195
RET0007018,ORD0033960,CUS011317,SKU1050,Dairy & Eggs,Cheese,Premium,Pune,2022-07-23,2022-07,1,Damaged Product,Logistics,60.56,33.77,94.33,2,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,72.55,DS012,DA0109
RET0007019,ORD0033966,CUS001437,SKU1004,Fruits & Vegetables,Fresh Fruits,Mid,Chennai,2022-12-25,2022-12,0,Expired or Near-Expiry,Quality,338.14,51.42,389.56,2,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,363.64,DS001,DA0012
RET0007020,ORD0033980,CUS008015,SKU1095,Meat & Seafood,Fish,Budget,Bengaluru,2023-05-17,2023-05,4,Damaged Product,Logistics,515.73,28.96,544.69,1,Original Payment Method,Champion,Evening (3–6 PM),0,1,615.34,DS008,DA0107
RET0007021,ORD0033982,CUS007730,SKU1303,Staples & Grains,Spices,Premium,Delhi,2023-08-08,2023-08,6,Duplicate Order,Customer,130.87,58.48,189.35,2,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,137.47,DS013,DA0188
RET0007022,ORD0033983,CUS001232,SKU1316,Personal Care,Hair Care,Premium,Delhi,2023-02-15,2023-02,1,Changed Mind,Customer,651.38,38.95,690.33,2,Bank Transfer,Champion,Afternoon (12–3 PM),1,0,743.88,DS002,DA0059
RET0007023,ORD0033992,CUS007276,SKU1146,Frozen Foods,Frozen Snacks,Budget,Chennai,2023-08-19,2023-08,0,Changed Mind,Customer,265.14,62.92,328.06,3,Original Payment Method,Champion,Evening (3–6 PM),0,1,287.56,DS003,DA0171
RET0007024,ORD0033993,CUS002981,SKU1397,Baby Care,Baby Wipes,Mid,Mumbai,2023-02-22,2023-02,0,Wrong Item Delivered,Logistics,405.23,43.62,448.85,3,Original Payment Method,Champion,Evening (3–6 PM),1,0,408.5,DS017,DA0161
RET0007025,ORD0033995,CUS016458,SKU1076,Meat & Seafood,Chicken,Budget,Bengaluru,2024-05-06,2024-05,1,Damaged Product,Logistics,644.5,42.97,687.47,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,655.8,DS002,DA0189
RET0007026,ORD0033998,CUS004538,SKU1239,Beverages,Juices,Budget,Pune,2023-08-03,2023-08,0,Wrong Item Delivered,Logistics,381.65,35.31,416.96,3,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,461.7,DS022,DA0002
RET0007027,ORD0034003,CUS004295,SKU1092,Meat & Seafood,Fish,Budget,Chennai,2022-11-24,2022-11,3,Changed Mind,Customer,296.15,80.61,376.76,1,Original Payment Method,Champion,Evening (3–6 PM),0,1,307.5,DS020,DA0057
RET0007028,ORD0034005,CUS008057,SKU1122,Frozen Foods,Ice Cream,Premium,Bengaluru,2024-04-22,2024-04,0,Changed Mind,Customer,614.91,28.49,643.4,0,Original Payment Method,Champion,Evening (3–6 PM),0,1,723.88,DS013,DA0117
RET0007029,ORD0034011,CUS002372,SKU1447,Pet Care,Pet Treats,Budget,Mumbai,2022-11-30,2022-11,5,Damaged Product,Logistics,403.68,36.62,440.3,1,Wallet Credit,Champion,Prime Evening (6–9 PM),1,0,453.86,DS005,DA0179
RET0007030,ORD0034013,CUS007118,SKU1452,Pet Care,Pet Accessories,Budget,Delhi,2022-08-12,2022-08,2,Quality Not as Expected,Quality,1590.64,65.83,1656.47,1,Original Payment Method,Champion,Early Morning (6–9 AM),0,0,1863.48,DS008,DA0159
RET0007031,ORD0034016,CUS001996,SKU1040,Fruits & Vegetables,Herbs & Seasonings,Premium,Mumbai,2023-02-17,2023-02,3,Damaged Product,Logistics,62.35,82.45,144.8,1,Original Payment Method,Champion,Evening (3–6 PM),0,1,73.23,DS012,DA0055
RET0007032,ORD0034017,CUS002898,SKU1131,Frozen Foods,Frozen Vegetables,Mid,Bengaluru,2024-06-30,2024-06,0,Damaged Product,Logistics,836.08,40.39,876.47,0,Bank Transfer,Champion,Evening (3–6 PM),1,1,925.35,DS011,DA0128
RET0007033,ORD0034018,CUS007372,SKU1055,Dairy & Eggs,Paneer,Budget,Mumbai,2022-07-23,2022-07,1,Expired or Near-Expiry,Quality,169.91,67.13,237.04,1,Bank Transfer,Champion,Prime Evening (6–9 PM),0,1,204.27,DS024,DA0150
RET0007034,ORD0034021,CUS017802,SKU1161,Bakery & Bread,Bread & Buns,Mid,Ahmedabad,2022-10-26,2022-10,2,Quality Not as Expected,Quality,392.43,48.13,440.56,0,Bank Transfer,Champion,Afternoon (12–3 PM),0,0,397.36,DS014,DA0084
RET0007035,ORD0034035,CUS010280,SKU1352,Household Essentials,Detergents,Mid,Delhi,2023-02-03,2023-02,2,Expired or Near-Expiry,Quality,106.31,79.81,186.12,1,Original Payment Method,Champion,Early Morning (6–9 AM),0,0,124.1,DS021,DA0118
RET0007036,ORD0034036,CUS017965,SKU1374,Household Essentials,Tissues & Wipes,Premium,Mumbai,2023-06-28,2023-06,1,Wrong Item Delivered,Logistics,74.22,77.4,151.62,1,Wallet Credit,Champion,Night (9 PM–12 AM),1,0,79.5,DS009,DA0016
RET0007037,ORD0034037,CUS013267,SKU1330,Personal Care,Body Wash,Mid,Mumbai,2022-08-11,2022-08,2,Other,Customer,165.68,66.88,232.56,3,Wallet Credit,Champion,Evening (3–6 PM),0,0,198.43,DS009,DA0068
RET0007038,ORD0034040,CUS000358,SKU1288,Staples & Grains,Dal & Pulses,Mid,Delhi,2023-08-21,2023-08,0,Damaged Product,Logistics,201.6,34.95,236.55,2,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,232.16,DS023,DA0119
RET0007039,ORD0034044,CUS010006,SKU1201,Snacks & Namkeen,Chips & Crisps,Mid,Bengaluru,2023-05-02,2023-05,1,Damaged Product,Logistics,79.74,83.1,162.84,3,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,88.77,DS012,DA0133
RET0007040,ORD0034048,CUS012317,SKU1053,Dairy & Eggs,Paneer,Budget,Mumbai,2022-08-30,2022-08,2,Damaged Product,Logistics,90.77,45.57,136.34,2,Original Payment Method,Champion,Evening (3–6 PM),1,1,92.73,DS011,DA0186
RET0007041,ORD0034057,CUS005419,SKU1393,Baby Care,Baby Food,Budget,Mumbai,2022-09-29,2022-09,1,Wrong Item Delivered,Logistics,197.49,74.12,271.61,2,Original Payment Method,Champion,Night (9 PM–12 AM),0,0,198.57,DS001,DA0026
RET0007042,ORD0034058,CUS000190,SKU1145,Frozen Foods,Frozen Snacks,Mid,Mumbai,2023-03-09,2023-03,2,Wrong Item Delivered,Logistics,439.31,47.53,486.84,3,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,465.72,DS013,DA0105
RET0007043,ORD0034060,CUS004964,SKU1189,Bakery & Bread,Rusks & Toasts,Premium,Hyderabad,2023-08-17,2023-08,0,Wrong Item Delivered,Logistics,49.2,38.9,88.1,3,Wallet Credit,Champion,Night (9 PM–12 AM),0,0,59.75,DS021,DA0124
RET0007044,ORD0034068,CUS015784,SKU1184,Bakery & Bread,Muffins,Budget,Bengaluru,2024-04-12,2024-04,2,Quality Not as Expected,Quality,219.32,49.74,269.06,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,220.44,DS025,DA0103
RET0007045,ORD0034072,CUS006528,SKU1400,Baby Care,Baby Wipes,Mid,Chennai,2024-01-24,2024-01,2,Damaged Product,Logistics,311.48,47.99,359.47,5,Original Payment Method,Champion,Evening (3–6 PM),0,0,372.55,DS006,DA0100
RET0007046,ORD0034073,CUS016320,SKU1053,Dairy & Eggs,Paneer,Budget,Chennai,2022-09-29,2022-09,2,Damaged Product,Logistics,138.07,32.08,170.15,2,Wallet Credit,Champion,Morning (9 AM–12 PM),1,1,159.6,DS018,DA0138
RET0007047,ORD0034082,CUS013549,SKU1086,Meat & Seafood,Mutton,Premium,Bengaluru,2023-02-02,2023-02,2,Quality Not as Expected,Quality,294.37,52.55,346.92,2,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,315.0,DS008,DA0078
RET0007048,ORD0034089,CUS010893,SKU1213,Snacks & Namkeen,Popcorn,Mid,Delhi,2022-09-14,2022-09,1,Wrong Item Delivered,Logistics,97.82,49.39,147.21,1,Bank Transfer,Champion,Afternoon (12–3 PM),0,0,100.53,DS010,DA0155
RET0007049,ORD0034090,CUS008598,SKU1336,Personal Care,Deodorants,Budget,Kolkata,2024-03-01,2024-03,2,Changed Mind,Customer,664.69,30.13,694.82,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,736.04,DS003,DA0091
RET0007050,ORD0034095,CUS004949,SKU1102,Meat & Seafood,Prawns & Shrimp,Mid,Mumbai,2022-10-31,2022-10,2,Quality Not as Expected,Quality,280.03,57.24,337.27,0,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,308.2,DS015,DA0014
RET0007051,ORD0034102,CUS005039,SKU1113,Meat & Seafood,Other Seafood,Mid,Delhi,2023-10-12,2023-10,1,Damaged Product,Logistics,300.14,78.0,378.14,1,Wallet Credit,Champion,Evening (3–6 PM),0,1,317.47,DS003,DA0064
RET0007052,ORD0034126,CUS010175,SKU1434,Pet Care,Cat Food,Mid,Chennai,2023-11-18,2023-11,0,Expired or Near-Expiry,Quality,188.5,82.91,271.41,5,Original Payment Method,Champion,Evening (3–6 PM),1,0,204.91,DS022,DA0135
RET0007053,ORD0034130,CUS010662,SKU1009,Fruits & Vegetables,Exotic Vegetables,Budget,Delhi,2023-10-14,2023-10,0,Damaged Product,Logistics,75.56,59.13,134.69,3,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,85.42,DS001,DA0108
RET0007054,ORD0034131,CUS013173,SKU1098,Meat & Seafood,Fish,Budget,Mumbai,2022-08-14,2022-08,1,Expired or Near-Expiry,Quality,318.2,33.43,351.63,5,Original Payment Method,Champion,Evening (3–6 PM),0,1,386.65,DS017,DA0052
RET0007055,ORD0034136,CUS009069,SKU1244,Beverages,Soft Drinks,Premium,Delhi,2024-06-29,2024-06,2,Quality Not as Expected,Quality,155.88,41.48,197.36,0,Wallet Credit,Champion,Afternoon (12–3 PM),1,0,187.84,DS014,DA0131
RET0007056,ORD0034138,CUS017514,SKU1003,Fruits & Vegetables,Fresh Fruits,Mid,Delhi,2023-03-20,2023-03,5,Damaged Product,Logistics,81.83,28.88,110.71,0,Original Payment Method,Champion,Evening (3–6 PM),0,1,85.99,DS013,DA0111
RET0007057,ORD0034139,CUS010266,SKU1103,Meat & Seafood,Prawns & Shrimp,Premium,Hyderabad,2023-08-02,2023-08,1,Duplicate Order,Customer,202.38,47.99,250.37,2,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,233.07,DS012,DA0132
RET0007058,ORD0034141,CUS009931,SKU1320,Personal Care,Oral Care,Budget,Mumbai,2023-03-01,2023-03,0,Damaged Product,Logistics,1518.91,33.55,1552.46,1,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,1542.3,DS024,DA0072
RET0007059,ORD0034146,CUS000834,SKU1416,Baby Care,Baby Accessories,Budget,Mumbai,2024-04-27,2024-04,4,Other,Customer,388.38,29.28,417.66,1,Wallet Credit,Champion,Evening (3–6 PM),0,0,456.36,DS017,DA0027
RET0007060,ORD0034152,CUS002454,SKU1176,Bakery & Bread,Cakes & Pastries,Premium,Mumbai,2022-10-30,2022-10,2,Damaged Product,Logistics,250.41,65.27,315.68,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,280.65,DS017,DA0113
RET0007061,ORD0034153,CUS013266,SKU1265,Beverages,Health Drinks,Budget,Delhi,2022-12-13,2022-12,2,Changed Mind,Customer,345.49,32.75,378.24,10,Wallet Credit,Champion,Prime Evening (6–9 PM),1,0,381.78,DS008,DA0158
RET0007062,ORD0034159,CUS017983,SKU1431,Pet Care,Cat Food,Budget,Mumbai,2024-04-05,2024-04,3,Damaged Product,Logistics,105.38,30.66,136.04,2,Bank Transfer,Champion,Prime Evening (6–9 PM),0,0,127.04,DS011,DA0169
RET0007063,ORD0034162,CUS011519,SKU1075,Dairy & Eggs,Ghee,Premium,Mumbai,2023-12-11,2023-12,0,Expired or Near-Expiry,Quality,104.27,48.4,152.67,3,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,110.97,DS020,DA0118
RET0007064,ORD0034165,CUS009624,SKU1101,Meat & Seafood,Prawns & Shrimp,Budget,Pune,2023-08-07,2023-08,0,Damaged Product,Logistics,548.76,42.86,591.62,0,Original Payment Method,Champion,Evening (3–6 PM),1,1,638.16,DS005,DA0134
RET0007065,ORD0034167,CUS011748,SKU1324,Personal Care,Oral Care,Premium,Pune,2022-09-18,2022-09,0,Quality Not as Expected,Quality,201.11,51.68,252.79,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,226.8,DS012,DA0131
RET0007066,ORD0034175,CUS017801,SKU1440,Pet Care,Pet Treats,Budget,Kolkata,2022-07-07,2022-07,2,Wrong Item Delivered,Logistics,500.84,80.66,581.5,1,Original Payment Method,Champion,Evening (3–6 PM),0,0,594.46,DS023,DA0114
RET0007067,ORD0034178,CUS013466,SKU1316,Personal Care,Hair Care,Premium,Mumbai,2024-01-04,2024-01,1,Expired or Near-Expiry,Quality,1107.77,46.16,1153.93,1,Wallet Credit,Champion,Evening (3–6 PM),1,0,1307.28,DS010,DA0083
RET0007068,ORD0034184,CUS007725,SKU1023,Fruits & Vegetables,Leafy Greens,Budget,Kolkata,2023-09-16,2023-09,3,Damaged Product,Logistics,89.26,48.11,137.37,5,Original Payment Method,Champion,Prime Evening (6–9 PM),1,1,95.18,DS011,DA0159
RET0007069,ORD0034188,CUS005017,SKU1023,Fruits & Vegetables,Leafy Greens,Budget,Pune,2024-02-11,2024-02,3,Expired or Near-Expiry,Quality,57.07,76.08,133.15,2,Original Payment Method,Champion,Evening (3–6 PM),0,1,58.28,DS005,DA0093
RET0007070,ORD0034189,CUS011188,SKU1317,Personal Care,Hair Care,Budget,Bengaluru,2023-06-13,2023-06,3,Quality Not as Expected,Quality,602.53,30.87,633.4,7,Wallet Credit,Champion,Early Morning (6–9 AM),0,0,727.86,DS024,DA0145
RET0007071,ORD0034206,CUS011914,SKU1408,Baby Care,Baby Lotion,Budget,Pune,2023-09-12,2023-09,0,Damaged Product,Logistics,234.51,45.33,279.84,2,Original Payment Method,Champion,Afternoon (12–3 PM),1,0,268.55,DS015,DA0098
RET0007072,ORD0034211,CUS003571,SKU1296,Staples & Grains,Sugar & Salt,Mid,Delhi,2023-10-03,2023-10,3,Damaged Product,Logistics,178.94,75.19,254.13,1,Original Payment Method,Champion,Evening (3–6 PM),0,0,199.45,DS004,DA0135
RET0007073,ORD0034213,CUS011781,SKU1154,Frozen Foods,Frozen Meat,Mid,Pune,2023-12-27,2023-12,0,Expired or Near-Expiry,Quality,707.55,83.79,791.34,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,814.52,DS001,DA0005
